LAND SQUARE FEET,GROSS SQUARE FEET, SALE PRICE 
2600,1596,875000
4000,1635,875000
2900,1640,875000
5000,1644,875000
2552,1662,875000
2060,1672,875000
4000,1725,875000
3190,1846,875000
3240,1916,875000
2500,1936,875000
2431,1944,875000
2442,2060,875000
2500,2080,875000
4240,2088,875000
3459,2100,875000
5700,2229,875000
2758,2240,875000
4419,2240,875000
4165,2300,875000
2400,2314,875000
3500,2350,875000
4000,2368,875000
2090,2400,875000
4000,2428,875000
2408,2480,875000
3600,2520,875000
1298,2698,875000
3800,3288,875000
2000,3300,875000
3000,2180,875391
1400,2400,875695
3783,1332,876000
4000,1200,878000
3607,1392,878000
5104,1480,878000
4000,900,879000
3000,1688,879000
4000,2391,879000
2000,180,880000
5650,783,880000
2100,966,880000
6155,1062,880000
4000,1079,880000
4675,1164,880000
5547,1196,880000
4000,1204,880000
4000,1218,880000
4100,1248,880000
5330,1248,880000
1682,1260,880000
4000,1300,880000
4000,1336,880000
2400,1360,880000
4000,1369,880000
4200,1406,880000
2500,1408,880000
4000,1418,880000
2137,1450,880000
2200,1560,880000
3742,1563,880000
2442,1564,880000
2000,1638,880000
2900,1642,880000
3325,1650,880000
2304,1680,880000
3183,1748,880000
2200,1764,880000
3040,1817,880000
4000,1820,880000
3375,1840,880000
4500,1850,880000
2525,1870,880000
2862,1876,880000
2073,1890,880000
2500,1920,880000
3200,1968,880000
1824,1976,880000
2008,1988,880000
2000,2000,880000
2350,2040,880000
2200,2054,880000
2159,2104,880000
4600,2192,880000
3000,2200,880000
2000,2248,880000
3406,2260,880000
4000,2272,880000
4000,2360,880000
4000,2472,880000
4691,2700,880000
2500,1870,881000
1800,1188,881500
2600,1648,882000
3848,2028,882000
4000,2288,882000
4050,2340,882000
2200,1432,882500
3800,1120,882926
2367,1248,884500
4242,1780,884500
3800,1068,885000
5920,1092,885000
2242,1136,885000
4000,1144,885000
2500,1156,885000
3800,1226,885000
2000,1280,885000
4000,1300,885000
3000,1422,885000
2025,1448,885000
2525,1465,885000
3000,1508,885000
5400,2043,885000
2000,2120,885000
2000,2128,885000
5000,2150,885000
3033,2216,885000
2300,2232,885000
3192,2424,885000
4080,2520,885000
4000,2580,885000
2671,2590,885000
2500,2600,885000
4480,2671,885000
4189,3024,885000
6180,1114,886000
4000,2352,886000
4000,2099,887400
4600,1461,888000
2500,1470,888000
2185,1600,888000
2500,1632,888000
2375,2938,888000
4400,1148,888888
5670,1650,888888
2042,1784,888888
2550,1812,888888
3557,3432,888888
3100,1400,889000
2255,2208,889000
3950,2330,889000
4000,2394,889000
4000,1170,890000
4000,1203,890000
5000,1283,890000
2493,1296,890000
2500,1320,890000
3242,1333,890000
2000,1375,890000
5000,1400,890000
2400,1408,890000
3500,1426,890000
2500,1476,890000
4757,1504,890000
4000,1512,890000
4000,1512,890000
2000,1520,890000
2000,1560,890000
3000,1628,890000
4000,1671,890000
2321,1688,890000
4000,1696,890000
3500,1734,890000
4000,1756,890000
2790,1767,890000
2525,1840,890000
2920,1840,890000
2000,1875,890000
1900,1960,890000
2540,1980,890000
5575,2000,890000
4000,2102,890000
2500,2148,890000
2038,2160,890000
1868,2200,890000
2358,2225,890000
4142,2296,890000
3413,2461,890000
4000,2464,890000
3723,2496,890000
1971,2926,890000
2384,2926,890000
1879,2944,890000
3000,2244,890500
7500,2218,891000
2800,3500,891000
2500,1022,892000
1750,1156,892000
4000,1174,892000
2000,1440,892000
2602,1978,892000
2144,2000,892000
2000,1664,892500
1785,2622,892500
4400,1890,893000
1905,2420,893050
2000,1480,894000
4000,2808,894600
3897,1342,895000
3897,1524,895000
3300,2020,895000
2993,2090,895000
3800,2116,895000
2500,2168,895000
4200,2184,895000
3998,2349,895000
4154,2573,895000
1600,960,896500
1800,1332,898000
3000,1438,898000
1610,1448,898000
2100,1790,898000
5336,2797,898000
4100,1300,898888
5577,1300,899000
2060,1472,899000
3000,1692,899000
1498,1738,899000
6395,1812,899000
4117,1838,899000
2190,1960,899000
3916,2226,899000
4000,2200,899990
1820,1781,899999
2500,168,900000
4000,768,900000
3800,1144,900000
4000,1144,900000
4000,1145,900000
3200,1166,900000
4800,1206,900000
6000,1208,900000
4600,1222,900000
1800,1224,900000
2520,1224,900000
3558,1232,900000
4109,1232,900000
6000,1268,900000
2000,1280,900000
3820,1292,900000
3144,1296,900000
4000,1299,900000
5605,1325,900000
2433,1344,900000
3308,1360,900000
4008,1418,900000
4180,1450,900000
2000,1470,900000
4400,1472,900000
5000,1480,900000
4000,1485,900000
4500,1486,900000
2018,1496,900000
4000,1512,900000
4525,1542,900000
4000,1553,900000
4000,1570,900000
4000,1571,900000
2700,1596,900000
2000,1600,900000
4000,1600,900000
3000,1610,900000
2500,1672,900000
2200,1694,900000
2867,1700,900000
1867,1720,900000
4000,1728,900000
4000,1748,900000
2840,1760,900000
4000,1779,900000
1800,1782,900000
3325,1788,900000
3000,1798,900000
2500,1800,900000
2175,1830,900000
2840,1920,900000
4000,1950,900000
2200,1964,900000
4000,1968,900000
2900,1980,900000
4000,1990,900000
3960,2000,900000
6300,2012,900000
3300,2015,900000
1520,2034,900000
6541,2034,900000
2930,2046,900000
2000,2050,900000
3411,2100,900000
2000,2109,900000
4300,2112,900000
1911,2190,900000
4000,2202,900000
2733,2220,900000
4000,2274,900000
2700,2340,900000
4677,2352,900000
2100,2375,900000
12555,2376,900000
2000,2392,900000
5000,2392,900000
4000,2396,900000
5898,2410,900000
2325,2436,900000
4033,2446,900000
2500,2559,900000
2442,2600,900000
4186,2692,900000
3580,2780,900000
1700,2805,900000
3000,2805,900000
1882,2820,900000
2500,2900,900000
4700,2943,900000
3644,3000,900000
4250,3000,900000
1836,3300,900000
2000,3300,900000
15594,3308,900000
3043,3480,900000
5054,3632,900000
2204,3800,900000
2675,1384,901000
4000,2694,901000
2046,2380,901250
2633,1782,902000
5702,2246,902000
6000,1628,903000
4000,2067,903000
4000,2225,903000
3103,2520,903465
1995,1672,903500
2000,1426,903635
4000,1250,905000
1772,1266,905000
1966,1340,905000
2400,1344,905000
2342,1440,905000
2200,1482,905000
1900,1600,905000
6000,1646,905000
1880,1680,905000
4725,1696,905000
2963,1761,905000
3800,1812,905000
4000,1839,905000
2416,1944,905000
4100,2000,905000
4700,2222,905000
4000,2326,905000
4000,2400,905000
3880,2500,905000
3029,2515,905000
3644,3000,905000
3680,3904,905000
2002,2160,906541
4000,1160,907000
1960,1792,907500
4000,2640,907987
2022,1272,908000
2700,2520,908000
2000,1308,909190
2775,1900,909500
2627,1076,910000
1942,1200,910000
4000,1203,910000
2250,1224,910000
5371,1248,910000
1505,1280,910000
2675,1312,910000
4180,1316,910000
2000,1342,910000
2713,1384,910000
2598,1417,910000
8900,1436,910000
4000,1444,910000
3800,1456,910000
4800,1499,910000
3935,1596,910000
2500,1808,910000
4000,1866,910000
3000,2080,910000
3270,2180,910000
4000,2236,910000
5000,2365,910000
1900,2400,910000
1650,2554,910000
2500,2562,910000
2500,1216,912000
3200,1488,912000
1876,2800,912000
6000,2943,912000
4000,1790,912500
2600,2372,912500
4021,1500,913888
1900,1580,914000
1700,1772,914322
4441,1100,915000
2000,1294,915000
3800,1375,915000
3270,1440,915000
5700,1470,915000
2236,1482,915000
3300,1618,915000
2376,1760,915000
6000,1770,915000
3125,1900,915000
3836,1902,915000
2500,2080,915000
2500,2080,915000
5000,2113,915000
1980,2162,915000
4008,2206,915000
2520,2300,915000
4621,3458,915000
5500,1671,916000
3226,1934,916425
1723,2229,916425
2500,2000,917000
4000,1698,918000
2500,1760,918000
2000,1840,918000
2254,1848,918000
3570,2100,918000
2725,2772,918000
4500,1089,918888
3500,670,919000
3000,1100,920000
3800,1135,920000
4000,1177,920000
5828,1196,920000
7224,1274,920000
4242,1283,920000
3744,1288,920000
4800,1318,920000
4000,1350,920000
2000,1360,920000
4000,1399,920000
4344,1404,920000
4180,1426,920000
4000,1440,920000
4000,1443,920000
6000,1445,920000
1450,1500,920000
2000,1522,920000
2500,1526,920000
2880,1560,920000
4000,1771,920000
4000,1795,920000
7050,1920,920000
2000,1960,920000
2000,1960,920000
2500,2018,920000
1842,2028,920000
4000,2048,920000
2500,2160,920000
1797,2200,920000
1900,2200,920000
2417,2200,920000
2688,2280,920000
3000,2318,920000
2760,2380,920000
4000,2526,920000
2027,3000,920000
1875,2752,922500
2400,1344,923000
2600,1648,924500
1400,2400,924571
8522,2657,924733
4000,1091,925000
1800,1260,925000
4248,1296,925000
2180,1472,925000
1900,1480,925000
2700,1500,925000
9100,1556,925000
2200,1560,925000
2500,1564,925000
1800,1629,925000
4588,1696,925000
3942,1728,925000
3000,1760,925000
1800,1777,925000
2000,1800,925000
1411,1844,925000
2500,1887,925000
2475,1950,925000
2160,2048,925000
2342,2208,925000
2700,2214,925000
3003,2298,925000
2000,2400,925000
5000,2406,925000
2100,2425,925000
4013,2500,925000
4000,2860,925000
3614,2878,925000
2500,3000,925000
5000,3120,925000
5000,1225,926000
3000,1702,926000
2550,3660,927225
4000,1114,928000
2502,1344,928000
4000,1541,928000
2000,1760,928000
3000,2791,929000
3600,1150,930000
2500,1156,930000
4260,1400,930000
4000,1450,930000
7500,1474,930000
4000,1480,930000
4000,1492,930000
3000,1508,930000
4846,1508,930000
2960,1584,930000
2100,1638,930000
3300,1720,930000
3800,1816,930000
2000,1881,930000
3500,1900,930000
4455,1925,930000
2135,1932,930000
2036,1944,930000
2342,1944,930000
4039,1950,930000
4000,2008,930000
4988,2111,930000
4000,2128,930000
2638,2192,930000
6325,2244,930000
4320,2314,930000
7500,2325,930000
2350,2350,930000
3000,2400,930000
4000,2444,930000
1909,2480,930000
4000,2700,930000
1879,2944,930000
3300,3780,930000
4000,1268,932000
3266,2188,932000
4300,1372,933500
3800,2262,933557
2348,1280,934620
4000,759,934888
3800,1144,935000
2400,1488,935000
5622,1521,935000
4000,1622,935000
4000,1660,935000
4000,1782,935000
3125,1871,935000
2528,1980,935000
4500,2128,935000
4000,2140,935000
2500,2200,935000
4395,2496,935000
4600,1289,936000
1500,2400,936000
2430,2940,937000
5100,3343,937000
4000,1150,938000
2466,1822,938000
4000,1880,938000
8100,2180,938000
2650,1120,939800
1400,2400,939845
3700,1196,939898
1959,1276,940000
2700,1280,940000
3061,1312,940000
2325,1392,940000
2928,1461,940000
4000,1464,940000
2200,1723,940000
2467,1724,940000
3533,1774,940000
2200,1920,940000
3800,1925,940000
2000,1960,940000
3720,2083,940000
3780,2202,940000
2600,2208,940000
6000,2252,940000
4000,2364,940000
3430,2392,940000
1360,2400,940000
4000,2400,940000
4000,2406,940000
4000,2592,940000
5114,3188,940000
2500,1800,941000
3800,1300,945000
2912,1521,945000
2342,1592,945000
2131,1600,945000
2152,1860,945000
2220,1920,945000
2481,1986,945000
1900,2075,945000
5000,2120,945000
3780,2180,945000
2431,4958,945000
2000,2080,946000
4880,1313,947000
6000,1608,947000
2000,1845,947000
4000,2020,947365
2500,1976,947500
3680,2585,947700
4000,1100,948000
2200,1600,948000
4000,2293,948000
4074,1304,949000
4000,1601,949000
4000,1914,949000
4000,2396,949000
4800,1940,949500
5200,1725,949888
5000,980,950000
4000,1198,950000
4200,1235,950000
4000,1300,950000
4185,1303,950000
3600,1304,950000
4000,1312,950000
4700,1318,950000
2400,1344,950000
1900,1360,950000
3300,1374,950000
2850,1440,950000
2100,1448,950000
2500,1637,950000
3552,1640,950000
2100,1644,950000
2827,1648,950000
1769,1664,950000
4000,1664,950000
6000,1676,950000
6000,1719,950000
2000,1728,950000
7295,1740,950000
4800,1768,950000
2000,1800,950000
4000,1800,950000
4000,1811,950000
3696,1822,950000
3000,1872,950000
4000,1880,950000
5000,1923,950000
4000,1930,950000
6475,1942,950000
2466,1960,950000
2000,1974,950000
1850,1980,950000
3566,1992,950000
4500,2024,950000
1237,2044,950000
4030,2044,950000
2300,2070,950000
4000,2104,950000
4925,2108,950000
3303,2116,950000
2007,2120,950000
2500,2135,950000
2542,2142,950000
4700,2160,950000
2500,2184,950000
2820,2205,950000
1950,2208,950000
7501,2210,950000
1948,2280,950000
4000,2288,950000
1840,2328,950000
4000,2334,950000
3621,2344,950000
4000,2352,950000
4000,2388,950000
3399,2392,950000
2825,2394,950000
1940,2400,950000
4080,2464,950000
2500,2500,950000
2578,2530,950000
5000,2552,950000
5000,2644,950000
5750,2681,950000
6000,2700,950000
6250,2844,950000
2100,2996,950000
2112,3092,950000
1995,3240,950000
1948,3276,950000
2100,3349,950000
1958,3352,950000
3900,3900,950000
3459,1592,950677
4000,2288,951000
4000,900,953000
1667,1120,953000
2500,1870,954000
6000,2665,954000
2200,1224,955000
4896,1285,955000
4998,1296,955000
2500,1392,955000
3672,1400,955000
5033,1450,955000
4500,1632,955000
2517,1713,955000
2162,1932,955000
2475,2000,955000
2200,2160,955000
2500,2945,955000
4000,3174,955000
2176,3306,955000
1739,1696,955290
4000,1664,957000
2900,1832,957155
2090,2063,957500
5968,980,958000
1800,1224,958000
5100,1434,958000
3000,1848,958000
2945,2000,958000
3000,1440,959000
1880,2100,959000
4000,960,960000
4000,1032,960000
4000,1100,960000
5944,1100,960000
4202,1118,960000
5547,1196,960000
2859,1228,960000
7561,1249,960000
4800,1350,960000
2000,1440,960000
4000,1464,960000
2525,1520,960000
2000,1600,960000
4000,1600,960000
2900,1638,960000
2500,1647,960000
1900,1649,960000
3810,1800,960000
2981,1820,960000
1980,1842,960000
3751,1880,960000
1900,1928,960000
2660,1940,960000
2200,2008,960000
2000,2100,960000
2800,2200,960000
1800,2285,960000
5000,2313,960000
2289,2365,960000
4500,2395,960000
2025,2400,960000
4708,2496,960000
1848,2499,960000
5000,2623,960000
4078,2720,960000
5000,3039,960000
2800,3300,960000
2000,3444,960000
2300,3735,960000
2376,4510,960000
4000,2370,962000
1363,2760,962000
3320,2929,962246
4560,1292,963000
4000,850,965000
1800,1248,965000
5000,1380,965000
2200,1736,965000
5000,1750,965000
2000,1836,965000
4142,1846,965000
1942,1928,965000
4000,2156,965000
4000,2379,965000
4000,840,966000
5000,2483,966999
5500,1225,967000
2800,3286,967000
1566,675,967338
5000,1447,967338
1569,2203,967338
1400,2400,967338
4509,2400,967338
1875,3150,967338
6000,1584,967500
4000,1268,968000
4100,1280,968000
2900,1344,968000
2000,1776,968000
2000,2256,968000
5000,1586,969000
4100,2260,969000
4000,2328,969000
4000,2444,969000
1186,952,970000
4000,1080,970000
4000,1304,970000
7080,1317,970000
5040,1325,970000
2000,1338,970000
4000,1446,970000
2281,1656,970000
1713,1707,970000
1260,1728,970000
2704,1796,970000
3000,1800,970000
3400,1832,970000
2000,1858,970000
2000,1885,970000
1887,1960,970000
2500,1960,970000
4000,2034,970000
2017,2080,970000
2942,2156,970000
1800,2200,970000
2925,2222,970000
2500,2248,970000
4699,2300,970000
4000,2302,970000
3803,2350,970000
3303,2392,970000
2675,2408,970000
5490,2550,970000
4700,2625,970000
2175,2761,970000
7500,2814,970000
4000,2842,970000
2500,2880,970000
1922,3350,970000
2017,1888,971000
1900,1400,972500
4000,2496,972500
3800,2000,973000
6000,3196,973000
2500,1768,973750
4003,1152,974000
2500,2700,974903
6490,2500,974999
5000,912,975000
4500,1125,975000
4547,1133,975000
3640,1184,975000
3742,1202,975000
5583,1214,975000
2500,1232,975000
6919,1236,975000
7561,1249,975000
1800,1260,975000
4500,1383,975000
4000,1500,975000
4500,1556,975000
4276,1586,975000
3874,1608,975000
2500,1675,975000
5880,1688,975000
3500,1725,975000
2200,1740,975000
3000,1756,975000
2000,1760,975000
4000,1780,975000
5000,1788,975000
6000,1875,975000
6660,1950,975000
4000,2050,975000
3267,2120,975000
4131,2138,975000
3500,2292,975000
5000,2333,975000
4017,2366,975000
3940,2370,975000
6000,2374,975000
3500,2420,975000
4000,2423,975000
2338,2960,975000
6000,3120,975000
2246,3140,975000
2017,3165,975000
2338,3280,975000
4063,3307,975000
4000,3400,975000
4000,3432,975000
2496,3454,975000
6339,3526,975000
6656,3950,975000
4088,4020,975000
4300,4169,975000
4756,6494,975000
1948,2280,975200
1950,2765,977520
1950,2765,977520
2500,1680,978000
5000,1116,978500
2520,2000,979000
4000,990,980000
3365,1200,980000
6000,1220,980000
3058,1224,980000
5000,1300,980000
1800,1368,980000
1975,1476,980000
3800,1487,980000
5625,1494,980000
3750,1590,980000
2742,1650,980000
4040,1672,980000
5000,1715,980000
3125,1724,980000
2610,1752,980000
1887,1760,980000
2500,1792,980000
7600,1795,980000
2200,1800,980000
1975,1818,980000
3005,1888,980000
4000,1888,980000
4000,1897,980000
3400,1926,980000
2470,1954,980000
2717,1976,980000
3520,1976,980000
5047,1989,980000
4042,2000,980000
3106,2120,980000
1477,2141,980000
6700,2144,980000
4800,2163,980000
4000,2168,980000
3000,2174,980000
4940,2195,980000
2500,2196,980000
1100,2199,980000
7779,2280,980000
4000,2368,980000
1800,2400,980000
4000,2400,980000
2741,2420,980000
4600,2470,980000
2521,2480,980000
2430,2520,980000
3242,2520,980000
2000,2525,980000
2111,2556,980000
2001,2680,980000
2300,2846,980000
2758,2850,980000
2143,2908,980000
870,2965,980000
3900,2975,980000
2074,3120,980000
2000,3444,980000
6500,3697,981000
3807,2587,982500
3216,1896,984000
2000,1920,984000
10900,3272,984000
4000,975,985000
3700,984,985000
2500,1140,985000
1800,1224,985000
2500,1266,985000
2000,1320,985000
2000,1400,985000
4000,1472,985000
5000,1552,985000
2280,1560,985000
2250,1568,985000
1800,1624,985000
4000,1637,985000
5000,1734,985000
2325,1936,985000
4300,1960,985000
2291,1995,985000
706,2115,985000
4000,2200,985000
3800,2243,985000
4283,2444,985000
2700,2520,985000
1112,2700,985000
5000,2773,985000
1800,3180,985000
6500,3697,985000
4500,4640,985000
12103,6298,985000
2000,1335,987000
3200,2268,987000
2517,2412,987000
2416,1990,987703
3125,1764,987800
4000,1330,988000
4740,1350,988000
3600,1578,988000
6400,1800,988000
2100,1911,988000
2100,1932,988000
2373,2168,988837
6000,1626,989000
3039,1732,989000
3150,2322,989000
4000,2500,989000
2185,3000,989000
2250,3240,989000
2430,1216,989364
4000,1725,989999
2200,1024,990000
1800,1248,990000
2436,1278,990000
4239,1320,990000
2000,1348,990000
5225,1360,990000
4000,1436,990000
3934,1440,990000
4000,1451,990000
3960,1452,990000
2000,1500,990000
3120,1560,990000
4800,1560,990000
3908,1570,990000
4800,1585,990000
5000,1612,990000
3780,1616,990000
2500,1648,990000
4000,1648,990000
4000,1668,990000
4588,1708,990000
1975,1732,990000
2800,1760,990000
2369,1790,990000
2500,1800,990000
3058,1800,990000
4400,1812,990000
2945,1848,990000
2000,1856,990000
4000,1864,990000
3125,1910,990000
1800,1980,990000
4000,2004,990000
1833,2012,990000
1528,2080,990000
3028,2160,990000
3000,2176,990000
2000,2200,990000
2375,2200,990000
2200,2208,990000
2400,2208,990000
3000,2250,990000
4000,2250,990000
3675,2268,990000
2500,2280,990000
4000,2362,990000
4000,2368,990000
4000,2400,990000
4000,2400,990000
2521,2500,990000
2650,2604,990000
2000,2700,990000
4000,2806,990000
3117,2904,990000
5082,2912,990000
2000,2970,990000
2500,3200,990000
2500,3240,990000
2042,3305,990000
2000,3492,990000
4163,3590,990000
1340,3600,990000
3000,2750,990492
2100,2068,992000
3348,1692,992500
2392,1990,992794
2408,1990,992794
3600,2831,993900
4000,1200,994250
7047,1224,995000
3897,1249,995000
2642,1280,995000
4000,1285,995000
6000,1300,995000
4000,1318,995000
2000,1344,995000
4000,1346,995000
2261,1376,995000
2500,1384,995000
4085,1393,995000
4300,1456,995000
2502,1527,995000
6000,1536,995000
1900,1562,995000
1890,1632,995000
4613,1632,995000
3232,1642,995000
2248,1664,995000
4000,1680,995000
4347,1688,995000
5820,1700,995000
2635,1703,995000
5000,1718,995000
2765,1760,995000
2502,1793,995000
4150,1820,995000
2112,1870,995000
2651,1958,995000
4000,1962,995000
4000,1962,995000
2500,1965,995000
4000,1978,995000
4000,2000,995000
2500,2034,995000
1942,2080,995000
3224,2125,995000
5000,2135,995000
4472,2296,995000
4000,2384,995000
4033,2392,995000
2000,2470,995000
4000,2485,995000
2400,2560,995000
2375,2580,995000
4000,2640,995000
3457,2675,995000
2000,2750,995000
3400,2780,995000
1943,3300,995000
6060,3322,995000
3000,5300,995000
4139,2510,996000
2000,1752,997000
2037,1823,997000
2800,2834,997885
5184,1274,998000
4000,1304,998000
4000,1368,998000
4000,1446,998000
4000,1593,998000
10206,1632,998000
3000,1672,998000
2322,1782,998000
4000,1782,998000
2400,1792,998000
4000,1792,998000
1805,1808,998000
2250,1832,998000
2886,1848,998000
6000,1968,998000
4048,1995,998000
5000,2266,998000
2360,2280,998000
1948,2328,998000
6000,2496,998000
2784,2536,998000
2506,2572,998000
4500,2632,998000
3300,2772,998000
2000,2800,998000
7500,3012,998000
12108,3200,998000
2400,2192,998200
3432,1732,998500
3200,1925,998888
1800,1240,999000
3500,1260,999000
1959,1276,999000
4000,1276,999000
2342,1296,999000
2496,1296,999000
2000,1348,999000
2000,1360,999000
5000,1424,999000
1320,1440,999000
5350,1460,999000
3712,1480,999000
5700,1500,999000
2000,1592,999000
1782,1600,999000
1948,1632,999000
2202,1636,999000
4230,1682,999000
4900,1721,999000
5000,1734,999000
2500,1760,999000
4200,1800,999000
4687,1881,999000
4000,1902,999000
2835,1917,999000
2848,2000,999000
4000,2028,999000
2500,2146,999000
3000,2174,999000
2000,2200,999000
4500,2200,999000
2262,2223,999000
1877,2250,999000
2782,2280,999000
6231,2288,999000
2000,2320,999000
4500,2342,999000
5100,2400,999000
4980,2554,999000
2313,2848,999000
3200,3036,999000
5517,3150,999000
4775,3519,999000
2742,5600,999000
1655,952,999100
2000,2047,999500
2973,2333,999500
5050,2370,999500
2100,2961,999500
2002,3000,999800
2000,1280,999888
6600,2301,999888
7500,2548,999888
1887,2940,999888
2313,1588,999900
5000,1596,999900
3800,2392,999900
5000,2761,999900
3504,2309,999990
4000,1118,999995
4000,1252,999999
4000,1314,999999
3300,1333,999999
2500,1645,999999
2736,1928,999999
4000,1996,999999
4500,2006,999999
3750,2066,999999
2521,2100,999999
1701,2280,999999
4000,2619,999999
2500,2700,999999
4600,2750,999999
27338,200,1000000
4000,1680,1000000
2000,1724,1000000
1900,2094,1000000
2072,2320,1000000
2500,5175,1000000
4000,2361,1007107
2000,1577,1010000
4000,1846,1010000
4000,2000,1010000
2323,2750,1010000
2000,3420,1010000
4000,2329,1013000
1867,2093,1013202
4100,1183,1015000
2350,1224,1015000
735,2160,1015000
5000,2239,1015000
1940,2340,1015000
2002,3300,1015000
3250,1864,1020000
4000,2196,1020000
2000,2200,1020000
4000,2360,1020000
1900,1868,1023341
3450,2058,1024622
1742,952,1025000
6000,1886,1025000
1942,1928,1025000
2200,2018,1025000
3000,2079,1025000
1832,2090,1025000
2500,2552,1025000
3000,2500,1025824
4093,2080,1026449
3034,1848,1028000
2950,2950,1029000
2367,1315,1030000
4000,1742,1030000
5000,1840,1030000
4150,1950,1030000
2500,2060,1030000
2502,2162,1030000
2700,2205,1030000
6520,1750,1031000
3000,1592,1032125
3620,2250,1032500
3250,2312,1035000
2144,2483,1035000
5005,1398,1037500
1785,2622,1038600
2502,2040,1039214
5000,1288,1040000
4000,1485,1040000
4000,1647,1040000
2500,2048,1040000
4800,1350,1047000
2600,2025,1047500
2800,2420,1047659
1889,1530,1047900
2521,3000,1048950
2500,2598,1049000
4000,1216,1049539
1742,952,1050000
5000,1040,1050000
5000,1064,1050000
4100,1100,1050000
1568,1120,1050000
4000,1204,1050000
4000,1372,1050000
6032,1380,1050000
3000,1440,1050000
3000,1501,1050000
5186,1563,1050000
4200,1566,1050000
7575,1698,1050000
1881,1724,1050000
3960,1732,1050000
4000,1808,1050000
2767,1920,1050000
8000,1967,1050000
4000,1971,1050000
3700,1980,1050000
3812,2040,1050000
5500,2136,1050000
2928,2200,1050000
2820,2208,1050000
3016,2268,1050000
2000,2350,1050000
4000,2352,1050000
3082,2368,1050000
1916,2484,1050000
2000,2680,1050000
1700,2856,1050000
925,3050,1050000
5000,3535,1050000
11739,4500,1050000
2475,5200,1050000
3500,1380,1052000
1760,2239,1053577
4000,1817,1054012
2000,1793,1055000
2800,2160,1055000
5000,1144,1060000
4000,1148,1060000
4000,1581,1060000
3903,1596,1060000
6767,1688,1060000
5718,1749,1060000
3000,1824,1060000
2475,1840,1060000
3600,1896,1060000
7200,1930,1060000
4000,2036,1060000
2900,2040,1060000
2000,2072,1060000
3640,2252,1060000
6500,2280,1060000
4000,2321,1060000
2500,2512,1060000
2320,2877,1060000
2090,2885,1060000
1722,3564,1060000
2200,1560,1062000
2400,1494,1062500
3600,1256,1062715
2400,1672,1065000
9020,1784,1065000
4000,2213,1065000
4905,2309,1065000
3125,4306,1065000
5960,1567,1067500
2795,1848,1068500
1950,1081,1070000
4000,1376,1070000
4000,1436,1070000
2904,1732,1070000
3000,1938,1070000
3058,2268,1070000
1800,2400,1070000
4983,3389,1070000
1928,988,1074000
2826,1184,1075000
1800,1224,1075000
1900,1536,1075000
2910,1860,1075000
6000,1871,1075000
2700,1890,1075000
4384,1929,1075000
3630,2040,1075000
4000,2102,1075000
4360,2116,1075000
2500,2200,1075000
2090,2280,1075000
2064,2320,1075000
4000,2496,1075000
2970,2904,1075000
2340,3192,1075000
2494,3400,1075000
1750,1544,1078000
1953,3177,1078000
2589,1480,1080000
1577,1596,1080000
4000,1872,1080000
2000,2040,1080000
4422,2109,1080000
3800,2112,1080000
2400,2276,1080000
2416,2560,1080000
2300,2846,1080000
2334,2880,1080000
3141,3162,1080000
3108,1296,1081350
5500,1268,1085000
4386,1520,1085000
3500,1583,1085000
4200,1620,1085000
6000,1748,1085000
4000,1830,1085000
3060,1870,1085000
5042,1872,1085000
2000,4100,1087172
2642,1680,1088000
2400,2255,1089000
5000,1717,1090000
3058,1892,1090000
2242,2312,1090000
2900,2876,1090000
3000,3500,1090000
3800,2200,1092485
1708,1215,1095000
3096,1938,1095000
2000,2475,1095000
1829,2622,1095000
4000,1968,1095500
1800,1638,1096800
2600,1360,1098500
4500,1721,1099000
5680,368,1100000
1366,952,1100000
3977,1050,1100000
4000,1226,1100000
2000,1328,1100000
2000,1344,1100000
2500,1428,1100000
2000,1440,1100000
3100,1456,1100000
2800,1568,1100000
6000,1600,1100000
2175,1620,1100000
2827,1648,1100000
4000,1672,1100000
2448,1744,1100000
4150,1768,1100000
2500,1784,1100000
2995,1784,1100000
5113,1791,1100000
3800,1800,1100000
4000,1867,1100000
2500,1900,1100000
1580,1920,1100000
8000,1998,1100000
1300,2000,1100000
2209,2048,1100000
3696,2092,1100000
8300,2112,1100000
3200,2132,1100000
2000,2168,1100000
2664,2232,1100000
4000,2261,1100000
2500,2300,1100000
1900,2307,1100000
4000,2320,1100000
4500,2325,1100000
1698,2348,1100000
2375,2412,1100000
2500,2500,1100000
1900,2600,1100000
2945,2640,1100000
2060,2680,1100000
2742,2722,1100000
2800,3036,1100000
2802,3250,1100000
2617,3570,1100000
17500,3585,1100000
2625,3600,1100000
5000,3840,1100000
2651,3900,1100000
6270,5958,1100000
9083,7479,1100000
2200,2088,1103000
4008,2662,1105000
2100,2986,1106000
1870,1649,1108939
2500,1600,1110000
5000,1610,1110000
2394,1665,1110000
3000,1880,1110000
3440,2180,1110000
6363,2280,1112000
4000,1290,1115000
4000,2960,1115000
5625,1381,1120000
3200,1392,1120000
2500,1580,1120000
4000,1848,1120000
4000,1994,1120000
2325,2052,1120000
2900,2068,1120000
3000,2200,1120000
3816,2268,1120000
7638,2518,1120000
2800,2772,1120000
2709,3300,1121748
6200,2240,1122000
2000,1284,1125000
1270,1840,1125000
2900,1870,1125000
1800,2034,1125000
2500,2056,1125000
3000,2310,1125000
2042,2326,1125000
3966,2534,1125000
